Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,Revenue,Profit,Month Number,Month name
SO2909,2022-03-07,In-Store,USD,14,133,43,1,420.8281783,300.591556,420.8281783,120.2366224,3,Mar
SO2910,2022-05-25,In-Store,USD,12,305,20,5,182.7906057,130.5647183,913.9530283,261.1294367,5,May
SO2911,2022-03-11,Online,USD,25,334,26,10,586.9279209,419.2342292,5869.279209,1676.936917,3,Mar
SO2912,2022-01-31,Distributor,USD,2,241,26,3,523.6296837,374.0212027,1570.889051,448.8254432,1,Jan
SO2913,2022-05-18,Wholesale,USD,14,52,7,10,616.6207697,440.4434069,6166.207697,1761.773628,5,May
SO2914,2022-05-22,Wholesale,USD,15,170,22,3,597.0458883,426.4613488,1791.137665,511.7536185,5,May
SO2915,2022-03-24,Distributor,USD,8,130,22,3,472.512903,337.5092165,1417.538709,405.0110597,3,Mar
SO2916,2022-01-13,In-Store,USD,6,197,3,8,613.072247,437.9087479,4904.577976,1401.307993,1,Jan
SO2917,2022-01-11,Online,USD,19,41,8,8,232.9505505,166.3932504,1863.604404,532.4584011,1,Jan
SO2918,2022-02-18,In-Store,USD,4,353,3,7,215.3341337,153.8100955,1507.338936,430.6682675,2,Feb
SO2919,2022-01-17,Wholesale,USD,10,324,41,5,329.065403,235.0467165,1645.327015,470.0934329,1,Jan
SO2920,2022-03-20,Online,USD,17,51,27,5,525.413038,375.2950272,2627.06519,750.5900543,3,Mar
SO2921,2022-04-03,In-Store,USD,20,1,35,4,171.1833045,122.2737889,684.733218,195.6380623,4,Apr
SO2922,2022-02-12,Online,USD,10,165,15,8,498.1204909,355.8003506,3984.963927,1138.561122,2,Feb
SO2923,2022-04-13,In-Store,USD,21,66,24,5,315.5024741,225.3589101,1577.512371,450.7178202,4,Apr
SO2924,2022-04-18,Distributor,USD,7,81,30,6,190.963397,136.4024264,1145.780382,327.3658235,4,Apr
SO2925,2022-03-28,Wholesale,USD,9,37,35,2,421.1975107,300.8553648,842.3950213,240.6842918,3,Mar
SO2926,2022-01-11,Distributor,USD,15,142,37,1,630.3320228,450.2371591,630.3320228,180.0948637,1,Jan
SO2927,2022-03-26,Distributor,USD,16,341,36,3,403.3554273,288.1110195,1210.066282,345.7332234,3,Mar
SO2928,2022-03-28,Wholesale,USD,24,197,45,8,603.191891,430.8513507,4825.535128,1378.724322,3,Mar
SO2929,2022-04-19,Wholesale,USD,13,256,36,1,288.3999683,205.9999774,288.3999683,82.39999095,4,Apr
SO2930,2022-04-11,Distributor,USD,26,75,8,7,347.3108314,248.0791653,2431.17582,694.6216629,4,Apr
SO2931,2022-05-13,Online,USD,5,329,34,3,415.9104565,297.0788975,1247.731369,356.494677,5,May
SO2932,2022-03-24,Wholesale,USD,3,223,3,6,194.3024383,138.7874559,1165.81463,333.0898942,3,Mar
SO2933,2022-02-15,Wholesale,USD,9,293,30,8,248.9914221,177.8510158,1991.931377,569.1232506,2,Feb
SO2934,2022-04-11,Online,USD,13,74,4,4,381.0171829,272.1551307,1524.068732,435.4482091,4,Apr
SO2935,2022-05-17,Online,USD,21,94,24,7,192.5992633,137.5709023,1348.194843,385.1985265,5,May
SO2936,2022-04-02,In-Store,USD,26,269,21,6,354.062434,252.9017385,2124.374604,606.9641725,4,Apr
SO2937,2022-05-26,Distributor,USD,26,27,28,10,423.482187,302.4872764,4234.82187,1209.949106,5,May
SO2938,2022-03-05,In-Store,USD,26,249,14,6,526.4826325,376.0590232,3158.895795,902.5416557,3,Mar
SO2939,2022-04-10,Distributor,USD,26,60,40,8,379.6396821,271.1712015,3037.117457,867.7478448,4,Apr
SO2940,2022-03-19,In-Store,USD,14,92,33,9,552.8808746,394.9149105,4975.927872,1421.693678,3,Mar
SO2941,2022-05-28,Online,USD,25,23,14,6,177.4577731,126.7555522,1064.746639,304.2133254,5,May
SO2942,2022-03-06,Distributor,USD,14,123,6,2,338.5131494,241.7951067,677.0262988,193.4360854,3,Mar
SO2943,2022-04-20,Wholesale,USD,16,215,43,7,339.9263054,242.8045038,2379.484137,679.8526107,4,Apr
SO2944,2022-02-21,Distributor,USD,8,23,7,1,604.1364834,431.5260596,604.1364834,172.6104238,2,Feb
SO2945,2022-04-16,Distributor,USD,6,229,16,8,352.5945112,251.8532223,2820.75609,805.9303113,4,Apr
SO2946,2022-05-26,Distributor,USD,4,331,1,3,454.6422418,324.7444585,1363.926726,389.6933501,5,May
SO2947,2022-02-19,Wholesale,USD,16,143,17,2,196.1711081,140.12222,392.3422161,112.097776,2,Feb
SO2948,2022-02-04,In-Store,USD,26,146,27,5,546.7558351,390.5398822,2733.779175,781.0797644,2,Feb
SO2949,2022-02-05,Online,USD,10,235,47,4,612.925177,437.8036979,2451.700708,700.4859166,2,Feb
SO2950,2022-05-28,Wholesale,USD,17,14,24,3,536.3340822,383.095773,1609.002247,459.7149276,5,May
SO2951,2022-04-07,Online,USD,18,240,35,1,494.2940732,353.0671951,494.2940732,141.226878,4,Apr
SO2952,2022-03-05,Online,USD,11,301,9,1,152.0414808,108.6010577,152.0414808,43.44042308,3,Mar
SO2953,2022-03-07,Online,USD,6,358,7,2,423.3546168,302.3961549,846.7092336,241.9169239,3,Mar
SO2954,2022-02-08,Online,USD,19,175,13,10,341.436632,243.8833086,3414.36632,975.5332344,2,Feb
SO2955,2022-03-05,Wholesale,USD,17,95,47,5,489.0638164,349.3312974,2445.319082,698.6625948,3,Mar
SO2956,2022-03-19,Wholesale,USD,1,185,45,5,559.7500734,399.821481,2798.750367,799.642962,3,Mar
SO2957,2022-01-13,Online,USD,5,247,22,5,153.4253721,109.5895515,767.1268603,219.1791029,1,Jan
SO2958,2022-04-26,Wholesale,USD,14,146,30,6,420.8847667,300.6319762,2525.3086,721.5167429,4,Apr
SO2959,2022-04-28,In-Store,USD,7,261,15,2,562.9882112,402.1344366,1125.976422,321.7075493,4,Apr
SO2960,2022-05-29,Distributor,USD,6,273,5,9,528.4204924,377.4432089,4755.784432,1358.795552,5,May
SO2961,2022-02-20,Wholesale,USD,19,149,41,5,302.3333046,215.9523604,1511.666523,431.9047208,2,Feb
SO2962,2022-02-24,In-Store,USD,3,32,3,9,435.6534008,311.1810006,3920.880607,1120.251602,2,Feb
SO2963,2022-02-12,In-Store,USD,12,81,12,2,261.4550141,186.7535815,522.9100281,149.4028652,2,Feb
SO2964,2022-05-20,In-Store,USD,3,265,40,5,325.9519687,232.8228348,1629.759843,465.6456695,5,May
SO2965,2022-03-05,Wholesale,USD,23,69,13,1,348.1932215,248.7094439,348.1932215,99.48377757,3,Mar
SO2966,2022-03-30,In-Store,USD,10,301,10,9,604.9606129,432.1147235,5444.645516,1555.613005,3,Mar
SO2967,2022-02-12,In-Store,USD,14,11,46,5,461.122489,329.3732065,2305.612445,658.7464129,2,Feb
SO2968,2022-01-15,Online,USD,16,194,21,9,234.4322097,167.4515784,2109.889888,602.8256822,1,Jan
SO2969,2022-04-10,Online,USD,14,119,23,4,227.5545003,162.5389288,910.2180011,260.062286,4,Apr
SO2970,2022-05-18,In-Store,USD,7,366,45,9,273.7207707,195.5148362,2463.486936,703.8534104,5,May
SO2971,2022-03-15,Distributor,USD,20,363,43,2,152.5600331,108.9714522,305.1200663,87.1771618,3,Mar
SO2972,2022-01-27,Wholesale,USD,18,153,19,7,182.2155247,130.1539462,1275.508673,364.4310493,1,Jan
SO2973,2022-03-25,Distributor,USD,8,224,20,7,437.1667137,312.2619383,3060.166996,874.3334273,3,Mar
SO2974,2022-01-08,In-Store,USD,2,200,38,1,613.247656,438.03404,613.247656,175.213616,1,Jan
SO2975,2022-05-02,In-Store,USD,6,144,27,9,362.1388012,258.6705723,3259.24921,931.2140601,5,May
SO2976,2022-02-11,Wholesale,USD,24,120,6,8,503.2509491,359.4649637,4026.007593,1150.287884,2,Feb
SO2977,2022-02-23,Wholesale,USD,5,288,29,1,256.9952547,183.5680391,256.9952547,73.42721563,2,Feb
SO2978,2022-04-06,In-Store,USD,5,201,27,1,433.2075895,309.4339925,433.2075895,123.773597,4,Apr
SO2979,2022-03-02,Wholesale,USD,23,15,25,1,183.1723307,130.8373791,183.1723307,52.33495162,3,Mar
SO2980,2022-04-17,Distributor,USD,2,239,24,7,316.6603703,226.1859788,2216.622592,633.3207407,4,Apr
SO2981,2022-04-11,Wholesale,USD,5,90,38,8,607.4869618,433.9192584,4859.895694,1388.541627,4,Apr
SO2982,2022-01-15,Distributor,USD,22,52,13,6,635.8225561,454.1589687,3814.935337,1089.981525,1,Jan
SO2983,2022-01-05,Online,USD,1,218,44,2,447.3071671,319.5051194,894.6143342,255.6040955,1,Jan
SO2984,2022-05-31,Distributor,USD,11,88,4,5,540.5666521,386.1190372,2702.83326,772.2380744,5,May
SO2985,2022-03-14,In-Store,USD,8,360,47,7,519.0857436,370.7755311,3633.600205,1038.171487,3,Mar
SO2986,2022-05-04,Wholesale,USD,12,241,9,9,278.3233298,198.8023784,2504.909968,715.6885624,5,May
SO2987,2022-04-06,Distributor,USD,16,45,43,6,507.1634887,362.2596348,3042.980932,869.4231235,4,Apr
SO2988,2022-01-25,In-Store,USD,18,252,10,3,518.1717596,370.1226854,1554.515279,444.1472225,1,Jan
SO2989,2022-02-20,Wholesale,USD,18,292,30,1,239.9982042,171.4272887,239.9982042,68.57091548,2,Feb
SO2990,2022-03-17,Wholesale,USD,22,2,17,2,275.6525985,196.8947132,551.305197,157.5157706,3,Mar
SO2991,2022-01-22,Distributor,USD,6,350,23,10,154.2257314,110.1612367,1542.257314,440.6449469,1,Jan
SO2992,2022-01-31,Online,USD,22,302,32,9,280.0848849,200.0606321,2520.763964,720.2182754,1,Jan
SO2993,2022-04-25,In-Store,USD,4,275,2,4,461.2092678,329.4351913,1844.837071,527.0963061,4,Apr
SO2994,2022-05-06,Distributor,USD,22,117,5,10,214.4180893,153.1557781,2144.180893,612.6231122,5,May
SO2995,2022-03-28,Wholesale,USD,8,273,29,6,158.9832142,113.5594387,953.8992852,272.5426529,3,Mar
SO2996,2022-05-14,In-Store,USD,19,182,15,2,426.9005713,304.9289795,853.8011427,243.9431836,5,May
SO2997,2022-01-03,Distributor,USD,21,315,5,5,163.7478041,116.9627172,818.7390205,233.9254344,1,Jan
SO2998,2022-02-24,Online,USD,11,314,3,3,302.0956932,215.782638,906.2870797,258.9391656,2,Feb
SO2999,2022-02-22,Online,USD,3,295,28,6,431.3207636,308.0862597,2587.924582,739.4070234,2,Feb
SO3000,2022-04-26,Distributor,USD,25,214,11,4,634.026839,452.8763136,2536.107356,724.6021017,4,Apr
SO3001,2022-01-04,Online,USD,4,22,13,2,603.202253,430.8587522,1206.404506,344.6870017,1,Jan
SO3002,2022-04-05,Distributor,USD,14,41,9,5,435.4825906,311.0589933,2177.412953,622.1179865,4,Apr
SO3003,2022-05-12,Distributor,USD,18,249,23,8,310.1593392,221.5423852,2481.274714,708.9356326,5,May
SO3004,2022-03-06,In-Store,USD,13,92,39,2,285.7633095,204.1166496,571.526619,163.2933197,3,Mar
SO3005,2022-03-28,Online,USD,26,151,35,9,401.4862499,286.7758928,3613.376249,1032.393214,3,Mar
SO3006,2022-03-31,Online,USD,21,90,12,1,396.4003755,283.1431253,396.4003755,113.2572501,3,Mar
SO3007,2022-02-25,Distributor,USD,12,361,7,1,481.3466583,343.8190416,481.3466583,137.5276167,2,Feb
SO3008,2022-01-05,Distributor,USD,22,176,24,5,236.6293309,169.0209506,1183.146654,338.0419012,1,Jan
SO3009,2022-04-28,Distributor,USD,8,196,41,8,282.8542501,202.0387501,2262.834001,646.5240003,4,Apr
SO3010,2022-02-05,Wholesale,USD,24,252,19,9,172.6481813,123.3201295,1553.833632,443.9524662,2,Feb
SO3011,2022-05-23,Wholesale,USD,8,173,7,10,511.7978209,365.569872,5117.978209,1462.279488,5,May
SO3012,2022-01-07,Wholesale,USD,2,303,19,8,188.9421029,134.9586449,1511.536823,431.8676638,1,Jan
SO3013,2022-04-26,In-Store,USD,15,121,46,5,420.1671547,300.1193962,2100.835774,600.2387925,4,Apr
SO3014,2022-03-11,Online,USD,16,20,6,1,404.2058054,288.7184324,404.2058054,115.487373,3,Mar
SO3015,2022-05-22,Wholesale,USD,1,133,6,5,516.8859349,369.2042392,2584.429674,738.4084784,5,May
SO3016,2022-02-12,Wholesale,USD,16,159,13,7,203.6448019,145.4605728,1425.513613,407.2896037,2,Feb
SO3017,2022-04-09,Wholesale,USD,24,339,9,1,411.4079348,293.8628106,411.4079348,117.5451242,4,Apr
SO3018,2022-02-09,Distributor,USD,23,101,15,8,449.6868342,321.2048816,3597.494674,1027.855621,2,Feb
SO3019,2022-03-12,In-Store,USD,22,340,20,10,448.0827411,320.0591008,4480.827411,1280.236403,3,Mar
SO3020,2022-01-27,Distributor,USD,19,110,44,7,332.3847055,237.4176468,2326.692939,664.7694111,1,Jan
SO3021,2022-04-20,Distributor,USD,6,322,31,5,383.447257,273.8908978,1917.236285,547.7817957,4,Apr
SO3022,2022-01-08,Online,USD,6,363,34,7,586.0417682,418.601263,4102.292377,1172.083536,1,Jan
SO3023,2022-02-16,Distributor,USD,5,115,43,2,507.849238,362.7494557,1015.698476,290.1995646,2,Feb
SO3024,2022-02-09,Distributor,USD,23,296,31,10,374.8413184,267.7437988,3748.413184,1070.975195,2,Feb
SO3025,2022-05-18,Wholesale,USD,18,231,7,6,217.059108,155.04222,1302.354648,372.1013279,5,May
SO3026,2022-02-27,Online,USD,11,68,26,3,325.5111469,232.5079621,976.5334407,279.0095545,2,Feb
SO3027,2022-05-17,Online,USD,21,227,47,6,186.7763069,133.4116478,1120.657842,320.1879547,5,May
SO3028,2022-05-28,Wholesale,USD,12,168,1,2,262.3044963,187.3603545,524.6089926,149.8882836,5,May
SO3029,2022-03-13,In-Store,USD,14,77,24,3,400.1864199,285.8474428,1200.55926,343.0169313,3,Mar
SO3030,2022-04-26,In-Store,USD,9,32,18,5,364.828674,260.59191,1824.14337,521.1838199,4,Apr
SO3031,2022-04-24,Distributor,USD,6,84,47,7,431.9753371,308.5538122,3023.82736,863.9506742,4,Apr
SO3032,2022-04-11,Online,USD,2,338,39,3,566.5025718,404.6446942,1699.507715,485.573633,4,Apr
SO3033,2022-05-27,Distributor,USD,19,69,40,1,501.4566953,358.1833538,501.4566953,143.2733415,5,May
SO3034,2022-05-10,Wholesale,USD,3,112,13,8,150.674342,107.62453,1205.394736,344.3984961,5,May
SO3035,2022-05-25,Distributor,USD,1,142,35,8,429.7188504,306.942036,3437.750803,982.2145153,5,May
SO3036,2022-05-05,Online,USD,11,103,22,10,628.680479,449.057485,6286.80479,1796.22994,5,May
SO3037,2022-03-08,Wholesale,USD,12,320,28,6,273.9476318,195.6768798,1643.685791,469.6245116,3,Mar
SO3038,2022-05-08,Wholesale,USD,14,78,12,9,580.3775579,414.5553985,5223.398021,1492.399435,5,May
SO3039,2022-01-09,In-Store,USD,26,8,17,2,525.3311267,375.2365191,1050.662253,300.1892153,1,Jan
SO3040,2022-04-08,Online,USD,5,202,17,1,320.9278786,229.234199,320.9278786,91.69367961,4,Apr
SO3041,2022-05-15,Online,USD,14,284,2,8,383.2027475,273.7162482,3065.62198,875.8919943,5,May
SO3042,2022-01-08,In-Store,USD,16,220,37,10,314.8702673,224.9073338,3148.702673,899.6293351,1,Jan
SO3043,2022-01-16,Distributor,USD,26,305,16,2,258.3288286,184.5205919,516.6576573,147.6164735,1,Jan
SO3044,2022-04-27,Online,USD,13,167,36,5,429.7572827,306.9694877,2148.786414,613.9389753,4,Apr
SO3045,2022-05-23,Online,USD,25,111,45,8,254.4970059,181.7835756,2035.976047,581.707442,5,May
SO3046,2022-05-10,Wholesale,USD,17,203,41,9,232.8900801,166.3500572,2096.010721,598.860206,5,May
SO3047,2022-01-02,Online,USD,10,225,45,5,530.8116265,379.1511618,2654.058132,758.3023236,1,Jan
SO3048,2022-02-16,Online,USD,3,156,37,8,158.9321802,113.5229858,1271.457441,363.2735547,2,Feb
SO3049,2022-05-09,In-Store,USD,25,261,29,1,554.3524405,395.966029,554.3524405,158.3864116,5,May
SO3050,2022-05-09,Wholesale,USD,5,224,45,10,495.4333953,353.8809966,4954.333953,1415.523986,5,May
SO3051,2022-01-15,Wholesale,USD,14,303,33,8,390.1028236,278.644874,3120.822588,891.6635967,1,Jan
SO3052,2022-01-13,Wholesale,USD,19,322,30,10,268.5451612,191.8179723,2685.451612,767.2718893,1,Jan
SO3053,2022-04-11,Wholesale,USD,5,118,46,1,286.3037805,204.5027004,286.3037805,81.80108014,4,Apr
SO3054,2022-01-30,In-Store,USD,12,49,26,10,240.4585258,171.7560898,2404.585258,687.0243594,1,Jan
SO3055,2022-05-21,Wholesale,USD,19,162,14,4,449.6399809,321.1714149,1798.559923,513.8742638,5,May
SO3056,2022-01-30,Wholesale,USD,7,265,6,10,327.3460429,233.8186021,3273.460429,935.2744082,1,Jan
SO3057,2022-04-16,Wholesale,USD,8,351,4,1,524.9140751,374.9386251,524.9140751,149.97545,4,Apr
SO3058,2022-02-11,Distributor,USD,3,354,32,1,408.8388237,292.0277312,408.8388237,116.8110925,2,Feb
SO3059,2022-03-07,In-Store,USD,5,2,26,5,423.1155422,302.2253873,2115.577711,604.4507746,3,Mar
SO3060,2022-04-20,Distributor,USD,24,51,22,9,599.3199935,428.0857096,5393.879941,1541.108555,4,Apr
SO3061,2022-02-02,In-Store,USD,11,240,43,1,259.0403189,185.0287992,259.0403189,74.01151969,2,Feb
SO3062,2022-03-30,Wholesale,USD,25,110,45,2,182.5658051,130.4041465,365.1316102,104.3233172,3,Mar
SO3063,2022-01-25,Wholesale,USD,12,355,42,4,290.8674594,207.762471,1163.469837,332.4199536,1,Jan
SO3064,2022-05-04,Distributor,USD,25,212,14,6,548.5156581,391.7968987,3291.093949,940.3125568,5,May
SO3065,2022-03-02,Wholesale,USD,5,224,6,1,376.3490769,268.8207692,376.3490769,107.5283077,3,Mar
SO3066,2022-05-15,In-Store,USD,7,314,24,10,562.2022752,401.5730537,5622.022752,1606.292215,5,May
SO3067,2022-05-17,Wholesale,USD,22,98,39,2,589.5198167,421.0855834,1179.039633,336.8684667,5,May
SO3068,2022-05-14,Online,USD,2,13,41,6,475.1232834,339.3737738,2850.7397,814.4970572,5,May
SO3069,2022-03-27,Wholesale,USD,3,147,21,1,258.0821094,184.3443639,258.0821094,73.73774554,3,Mar
SO3070,2022-03-29,Distributor,USD,26,84,27,3,554.5854532,396.1324665,1663.756359,475.3589598,3,Mar
SO3071,2022-03-21,In-Store,USD,12,58,38,6,321.8734565,229.9096118,1931.240739,551.7830684,3,Mar
SO3072,2022-01-23,Wholesale,USD,24,210,33,8,270.8028424,193.4306017,2166.422739,618.9779254,1,Jan
SO3073,2022-03-29,Distributor,USD,20,152,1,10,511.0719969,365.0514263,5110.719969,1460.205705,3,Mar
SO3074,2022-02-23,In-Store,USD,16,207,1,8,499.7800974,356.9857838,3998.240779,1142.354508,2,Feb
SO3075,2022-01-07,Online,USD,3,103,13,8,503.046604,359.3190028,4024.372832,1149.820809,1,Jan
SO3076,2022-03-05,Wholesale,USD,22,26,8,2,303.2621598,216.6158284,606.5243196,173.2926628,3,Mar
SO3077,2022-03-31,Online,USD,18,208,7,3,314.0077652,224.2912609,942.0232957,269.1495131,3,Mar
SO3078,2022-01-09,Wholesale,USD,21,156,11,5,513.2816302,366.6297358,2566.408151,733.2594717,1,Jan
SO3079,2022-05-18,Distributor,USD,18,1,3,10,316.8654919,226.3324942,3168.654919,905.3299769,5,May
SO3080,2022-01-15,Online,USD,24,93,32,8,422.085037,301.4893121,3376.680296,964.7657988,1,Jan
SO3081,2022-05-30,Wholesale,USD,9,91,10,6,399.9505107,285.6789362,2399.703064,685.6294469,5,May
SO3082,2022-05-14,Distributor,USD,19,347,17,8,556.469263,397.478045,4451.754104,1271.929744,5,May
SO3083,2022-04-09,Wholesale,USD,21,359,42,2,411.5049861,293.9321329,823.0099722,235.1457063,4,Apr
SO3084,2022-03-05,Distributor,USD,4,348,41,10,592.8093767,423.4352691,5928.093767,1693.741076,3,Mar
SO3085,2022-03-27,In-Store,USD,2,197,45,2,152.0990247,108.6421605,304.1980494,86.91372841,3,Mar
SO3086,2022-04-19,In-Store,USD,10,81,27,7,632.3091213,451.6493723,4426.163849,1264.618243,4,Apr
SO3087,2022-04-12,Online,USD,14,367,11,4,308.3792101,220.2708643,1233.51684,352.4333829,4,Apr
SO3088,2022-01-04,Wholesale,USD,3,223,4,1,153.2553084,109.4680774,153.2553084,43.78723097,1,Jan
SO3089,2022-01-04,Wholesale,USD,22,234,38,8,335.8054191,239.8610137,2686.443353,767.5552438,1,Jan
SO3090,2022-05-02,Wholesale,USD,6,344,38,6,605.3073696,432.3624068,3631.844218,1037.669776,5,May
SO3091,2022-02-18,Distributor,USD,15,21,20,4,445.2821701,318.0586929,1781.12868,508.8939087,2,Feb
SO3092,2022-04-11,Online,USD,15,26,9,10,201.103313,143.6452235,2011.03313,574.5808942,4,Apr
SO3093,2022-04-07,Wholesale,USD,23,217,34,2,444.8407511,317.7433937,889.6815022,254.1947149,4,Apr
SO3094,2022-04-02,Distributor,USD,2,101,27,2,647.7133366,462.6523833,1295.426673,370.1219066,4,Apr
SO3095,2022-02-03,Distributor,USD,13,247,43,4,336.7783805,240.555986,1347.113522,384.8895777,2,Feb
SO3096,2022-02-09,Wholesale,USD,17,214,29,3,595.722348,425.5159628,1787.167044,510.6191554,2,Feb
SO3097,2022-02-04,In-Store,USD,12,88,1,2,180.910648,129.2218915,361.8212961,103.3775132,2,Feb
SO3098,2022-05-31,Online,USD,7,17,8,4,307.9726399,219.9804571,1231.89056,351.9687313,5,May
SO3099,2022-05-12,Online,USD,10,176,42,3,366.843488,262.0310629,1100.530464,314.4372755,5,May
SO3100,2022-01-22,Distributor,USD,24,19,27,5,592.2479725,423.0342661,2961.239862,846.0685321,1,Jan
SO3101,2022-02-23,Distributor,USD,7,148,31,10,557.4209327,398.1578091,5574.209327,1592.631236,2,Feb
SO3102,2022-03-30,Online,USD,1,29,1,2,209.4303113,149.5930795,418.8606226,119.6744636,3,Mar
SO3103,2022-03-09,Distributor,USD,14,19,8,1,199.7548977,142.6820698,199.7548977,57.0728279,3,Mar
SO3104,2022-03-28,Online,USD,3,212,25,5,602.9104722,430.6503373,3014.552361,861.3006745,3,Mar
SO3105,2022-04-26,Distributor,USD,23,132,33,3,619.4932482,442.4951773,1858.479744,530.9942127,4,Apr
SO3106,2022-03-05,Wholesale,USD,4,317,16,4,367.2839216,262.3456583,1469.135686,419.7530533,3,Mar
SO3107,2022-05-18,Distributor,USD,21,358,6,9,322.2323969,230.1659978,2900.091572,828.597592,5,May
SO3108,2022-03-21,Distributor,USD,18,75,5,5,576.6129842,411.8664173,2883.064921,823.7328345,3,Mar
SO3109,2022-01-22,Online,USD,7,195,44,4,301.2306828,215.1647734,1204.922731,344.2636375,1,Jan
SO3110,2022-05-08,Online,USD,22,164,2,9,634.7867056,453.4190754,5713.080351,1632.308672,5,May
SO3111,2022-02-14,In-Store,USD,17,68,6,7,203.8287812,145.5919866,1426.801468,407.6575624,2,Feb
SO3112,2022-04-15,Online,USD,1,346,46,7,507.7596223,362.6854445,3554.317356,1015.519245,4,Apr
SO3113,2022-05-27,In-Store,USD,25,163,41,7,402.2333953,287.3095681,2815.633767,804.4667906,5,May
SO3114,2022-04-06,Online,USD,20,207,39,4,272.7006873,194.7862052,1090.802749,311.6579283,4,Apr
SO3115,2022-02-17,Online,USD,22,198,6,3,590.5704787,421.8360562,1771.711436,506.2032675,2,Feb
SO3116,2022-04-20,Online,USD,16,15,7,10,569.333602,406.6668585,5693.33602,1626.667434,4,Apr
SO3117,2022-05-06,In-Store,USD,5,340,1,4,184.3642396,131.6887426,737.4569585,210.7019882,5,May
SO3118,2022-03-02,Wholesale,USD,19,10,29,8,649.9998046,464.2855747,5199.998437,1485.713839,3,Mar
SO3119,2022-01-29,In-Store,USD,8,236,20,8,412.8481756,294.891554,3302.785405,943.6529728,1,Jan
SO3120,2022-04-30,In-Store,USD,11,179,26,2,369.2253649,263.7324035,738.4507298,210.9859228,4,Apr
SO3121,2022-05-01,Wholesale,USD,7,210,9,5,604.7643902,431.9745644,3023.821951,863.9491288,5,May
SO3122,2022-02-07,Online,USD,1,141,8,2,554.8230346,396.3021676,1109.646069,317.0417341,2,Feb
SO3123,2022-04-18,In-Store,USD,4,342,36,3,331.5574406,236.8267433,994.6723217,284.1920919,4,Apr
SO3124,2022-02-19,Distributor,USD,26,288,34,9,335.8107047,239.8647891,3022.296342,863.5132407,2,Feb
SO3125,2022-01-24,Wholesale,USD,9,159,16,10,159.1189665,113.6564047,1591.189665,454.6256186,1,Jan
SO3126,2022-04-03,In-Store,USD,11,290,1,4,648.6775185,463.3410846,2594.710074,741.3457354,4,Apr
SO3127,2022-03-30,Distributor,USD,1,367,33,3,397.4893504,283.9209646,1192.468051,340.7051575,3,Mar
SO3128,2022-01-03,Wholesale,USD,6,355,41,5,222.7788913,159.1277795,1113.894457,318.255559,1,Jan
SO3129,2022-02-22,Online,USD,11,358,20,2,369.1726586,263.6947562,738.3453172,210.9558049,2,Feb
SO3130,2022-03-11,Distributor,USD,11,58,25,3,530.8916863,379.2083474,1592.675059,455.0500168,3,Mar
SO3131,2022-01-02,Online,USD,19,65,5,2,340.9711145,243.550796,681.9422289,194.8406368,1,Jan
SO3132,2022-01-19,Distributor,USD,15,315,4,3,244.2107964,174.4362831,732.6323891,209.3235397,1,Jan
SO3133,2022-01-31,Distributor,USD,12,104,32,5,373.4953517,266.7823941,1867.476759,533.5647882,1,Jan
SO3134,2022-04-08,Wholesale,USD,11,198,17,2,437.3183824,312.3702731,874.6367648,249.8962185,4,Apr
SO3135,2022-03-12,In-Store,USD,23,131,5,3,487.7567001,348.3976429,1463.2701,418.0771715,3,Mar
SO3136,2022-05-23,Distributor,USD,21,218,43,3,330.9070179,236.3621557,992.7210538,283.6345868,5,May
SO3137,2022-02-23,Wholesale,USD,21,189,47,7,160.4977514,114.641251,1123.48426,320.9955028,2,Feb
SO3138,2022-03-25,In-Store,USD,14,287,4,2,559.28799,399.4914214,1118.57598,319.5931371,3,Mar
SO3139,2022-05-11,Online,USD,7,25,1,8,295.1674574,210.8338981,2361.339659,674.6684741,5,May
SO3140,2022-04-04,Distributor,USD,15,141,6,9,513.9660058,367.1185756,4625.694052,1321.626872,4,Apr
SO3141,2022-05-28,Distributor,USD,26,221,34,3,419.6970086,299.7835775,1259.091026,359.740293,5,May
SO3142,2022-01-02,Distributor,USD,13,148,4,8,487.8115565,348.436826,3902.492452,1114.997843,1,Jan
SO3143,2022-05-03,Online,USD,23,301,38,10,520.4827443,371.7733888,5204.827443,1487.093555,5,May
SO3144,2022-01-19,Wholesale,USD,14,195,32,5,431.6121862,308.2944187,2158.060931,616.5888374,1,Jan
SO3145,2022-04-17,Distributor,USD,20,73,24,1,514.2323443,367.3088174,514.2323443,146.923527,4,Apr
SO3146,2022-02-28,Online,USD,16,272,30,1,286.0339183,204.3099416,286.0339183,81.72397665,2,Feb
SO3147,2022-02-03,Online,USD,20,244,28,3,504.5805514,360.4146796,1513.741654,432.4976155,2,Feb
SO3148,2022-03-20,Distributor,USD,14,254,1,6,464.274087,331.6243478,2785.644522,795.8984348,3,Mar
SO3149,2022-05-12,Distributor,USD,26,330,27,9,586.6306753,419.0219109,5279.676077,1508.478879,5,May
SO3150,2022-01-05,Online,USD,8,124,21,9,183.9368259,131.3834471,1655.431433,472.9804094,1,Jan
SO3151,2022-01-20,Online,USD,16,9,24,3,590.8281274,422.020091,1772.484382,506.4241092,1,Jan
SO3152,2022-03-21,Wholesale,USD,6,146,28,4,489.9124625,349.9374732,1959.64985,559.8999571,3,Mar
